Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J10-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
New Mexico,2019,4,1/26/2019,358,320,,69,12,,,25,,,,75,20,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,5,2/2/2019,392,352,,88,18,11,,23,,,,89,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,6,2/9/2019,369,322,,66,12,12,12,29,,,,82,15,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,7,2/16/2019,374,336,,64,10,16,11,30,,,,89,13,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,8,2/23/2019,378,332,,67,17,16,10,24,,,0,77,17,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2019,9,3/2/2019,392,346,,69,13,,10,25,,,,88,22,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,10,3/9/2019,350,316,,69,11,11,,20,,,,96,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,11,3/16/2019,404,362,,79,12,11,,32,10,,12,69,18,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
New Mexico,2019,12,3/23/2019,401,353,,66,18,13,12,27,,,10,84,16,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2019,13,3/30/2019,374,327,,70,,,,20,,,,93,19,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,14,4/6/2019,337,285,,53,13,,,23,,,,71,18,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,15,4/13/2019,375,322,,67,13,10,,28,,,,77,15,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,16,4/20/2019,347,308,,57,15,14,,13,,,,87,12,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,17,4/27/2019,376,318,,69,14,10,,26,,10,,72,23,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New Mexico,2019,18,5/4/2019,359,317,,60,16,12,10,26,,,,74,18,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,19,5/11/2019,343,294,,64,21,,,15,,,,75,18,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,20,5/18/2019,341,299,,65,,13,,21,,,0,86,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
New Mexico,2019,21,5/25/2019,346,304,,74,,11,,21,,,,74,21,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,22,6/1/2019,348,297,,55,15,,,17,,,,91,12,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,23,6/8/2019,358,299,,61,10,10,,28,,,,75,15,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,24,6/15/2019,357,309,,79,10,15,,15,,,,73,23,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,25,6/22/2019,335,281,,74,,10,,16,,,,70,16,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,26,6/29/2019,340,295,,60,11,,,13,,,,81,22,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,27,7/6/2019,364,314,,52,14,,,20,,,,94,15,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,28,7/13/2019,377,310,,69,16,14,,12,,,0,76,12,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2019,29,7/20/2019,344,286,,65,12,12,,17,,,,75,21,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,30,7/27/2019,311,259,,50,10,10,,12,,,,81,,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
New Mexico,2019,31,8/3/2019,340,302,,60,13,,,13,,,,79,15,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,32,8/10/2019,321,271,,58,13,15,,12,,,,64,12,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,33,8/17/2019,335,294,,61,12,,,17,,,,83,11,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,34,8/24/2019,342,283,,64,17,,,18,,,,66,20,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,35,8/31/2019,349,308,,76,12,11,,13,,,,83,16,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,36,9/7/2019,390,326,,76,13,14,,12,,,,93,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,37,9/14/2019,331,276,,67,13,10,,25,,,,51,,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
New Mexico,2019,38,9/21/2019,367,308,,60,15,,,21,,,,83,,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
New Mexico,2019,39,9/28/2019,344,296,,76,15,,,20,,,,66,10,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,40,10/5/2019,376,326,,73,12,,,20,,,,86,13,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,41,10/12/2019,358,314,,62,13,,,18,,,,84,15,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,42,10/19/2019,328,279,,58,,,10,23,,,0,66,21,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2019,43,10/26/2019,344,310,,59,14,14,,22,,,,69,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,44,11/2/2019,356,310,,76,,12,,14,,,,78,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,45,11/9/2019,354,306,,68,,13,,12,,,,76,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,46,11/16/2019,340,300,,60,12,13,,16,,12,0,72,,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
New Mexico,2019,47,11/23/2019,352,310,,70,16,,,23,,,,70,20,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,48,11/30/2019,408,349,,64,11,,,16,,13,,101,18,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New Mexico,2019,49,12/7/2019,363,320,,74,,14,,24,,,,76,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,50,12/14/2019,376,319,,78,13,10,,22,,,,80,11,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2019,51,12/21/2019,366,316,,78,,,,28,,10,,73,11,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New Mexico,2019,52,12/28/2019,378,328,,63,,14,,22,,12,,82,20,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New Mexico,2020,1,1/4/2020,401,352,,63,14,14,16,17,,,,98,25,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,2,1/11/2020,406,362,,66,16,10,14,44,,,,85,13,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,3,1/18/2020,384,335,,60,14,12,11,27,,,,87,,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
New Mexico,2020,4,1/25/2020,395,361,,75,,11,16,23,,,,87,18,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,5,2/1/2020,367,321,,60,11,,12,21,12,,,72,21,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,6,2/8/2020,366,313,,77,15,,,25,,,,66,16,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,7,2/15/2020,379,335,,75,18,11,16,20,10,,,72,15,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,8,2/22/2020,381,332,,67,13,10,,25,,,0,86,20,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,9,2/29/2020,390,352,,61,,17,,30,,11,,100,19,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New Mexico,2020,10,3/7/2020,387,349,,59,19,14,10,21,,11,,85,23,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
New Mexico,2020,11,3/14/2020,334,293,,54,13,13,,18,,,,75,12,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,12,3/21/2020,379,344,,60,15,10,13,21,,,,80,14,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,13,3/28/2020,356,321,,59,18,14,,26,,,13,82,12,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New Mexico,2020,14,4/4/2020,382,353,,64,16,12,,29,11,,11,76,13,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New Mexico,2020,15,4/11/2020,392,366,,65,,20,,28,,,10,82,18,21,15,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,16,4/18/2020,406,367,,73,16,17,,20,,,,72,21,32,27,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
New Mexico,2020,17,4/25/2020,377,347,,66,19,,,18,,,10,66,16,38,34,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,18,5/2/2020,382,353,,52,11,11,,12,,,18,73,13,64,63,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,19,5/9/2020,406,376,,56,17,14,,16,,,22,84,18,58,57,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,20,5/16/2020,422,392,,70,12,13,,19,,12,33,64,13,54,46,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
New Mexico,2020,21,5/23/2020,343,317,,66,12,,,24,10,,20,49,13,29,25,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
New Mexico,2020,22,5/30/2020,350,332,,58,12,,,12,,,27,67,18,38,37,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,23,6/6/2020,341,319,,57,14,14,,16,,,29,63,15,20,19,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
New Mexico,2020,24,6/13/2020,292,280,,53,,11,,16,,10,22,53,12,19,18,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
New Mexico,2020,25,6/20/2020,205,194,,40,,,,10,,,22,36,,13,13,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
New York,2019,1,1/5/2019,"2,064","1,945",24,388,57,49,60,118,34,41,28,574,86,0,0,,,,,,,,,,,,,,,
New York,2019,2,1/12/2019,"2,051","1,926",26,409,51,43,58,98,41,38,31,537,87,0,0,,,,,,,,,,,,,,,
New York,2019,3,1/19/2019,"2,065","1,960",21,417,49,50,65,108,42,50,27,565,80,0,0,,,,,,,,,,,,,,,
New York,2019,4,1/26/2019,"2,163","2,043",26,426,65,57,62,127,49,30,46,563,109,0,0,,,,,,,,,,,,,,,
New York,2019,5,2/2/2019,"2,027","1,908",26,379,57,60,64,111,48,48,30,529,81,0,0,,,,,,,,,,,,,,,
New York,2019,6,2/9/2019,"2,049","1,907",32,411,44,45,57,101,38,44,31,528,82,0,0,,,,,,,,,,,,,,,
New York,2019,7,2/16/2019,"2,018","1,903",30,415,53,52,62,106,32,40,34,543,79,0,0,,,,,,,,,,,,,,,
New York,2019,8,2/23/2019,"2,069","1,948",30,405,50,39,64,112,45,38,29,547,86,0,0,,,,,,,,,,,,,,,
New York,2019,9,3/2/2019,"2,022","1,904",26,414,50,59,76,118,51,25,35,523,74,0,0,,,,,,,,,,,,,,,
New York,2019,10,3/9/2019,"2,186","2,058",25,430,60,53,76,107,49,54,43,552,105,0,0,,,,,,,,,,,,,,,
New York,2019,11,3/16/2019,"2,028","1,912",25,402,49,57,72,135,37,48,33,551,80,0,0,,,,,,,,,,,,,,,
New York,2019,12,3/23/2019,"2,023","1,896",30,388,59,40,73,123,48,34,33,530,85,0,0,,,,,,,,,,,,,,,
New York,2019,13,3/30/2019,"2,013","1,895",31,398,63,46,53,111,51,37,34,516,91,0,0,,,,,,,,,,,,,,,
New York,2019,14,4/6/2019,"2,010","1,889",23,409,59,49,66,103,30,35,45,501,88,0,0,,,,,,,,,,,,,,,
New York,2019,15,4/13/2019,"1,952","1,837",31,400,57,38,69,107,40,36,44,513,63,0,0,,,,,,,,,,,,,,,
New York,2019,16,4/20/2019,"1,926","1,813",24,400,61,37,41,112,44,34,33,488,83,0,0,,,,,,,,,,,,,,,
New York,2019,17,4/27/2019,"1,852","1,749",23,417,45,45,57,110,37,37,28,452,77,0,0,,,,,,,,,,,,,,,
New York,2019,18,5/4/2019,"1,957","1,855",15,432,49,52,58,116,38,42,32,518,76,0,0,,,,,,,,,,,,,,,
New York,2019,19,5/11/2019,"1,814","1,697",27,380,60,44,46,105,35,32,21,430,94,0,0,,,,,,,,,,,,,,,
New York,2019,20,5/18/2019,"1,884","1,760",25,407,50,34,44,126,34,40,31,487,78,0,0,,,,,,,,,,,,,,,
New York,2019,21,5/25/2019,"1,938","1,799",24,397,50,44,44,105,34,39,31,501,90,0,0,,,,,,,,,,,,,,,
New York,2019,22,6/1/2019,"1,738","1,605",13,407,38,47,46,82,39,40,32,432,63,0,0,,,,,,,,,,,,,,,
New York,2019,23,6/8/2019,"1,791","1,674",22,392,34,47,40,100,33,40,31,484,80,0,0,,,,,,,,,,,,,,,
New York,2019,24,6/15/2019,"1,865","1,748",21,407,51,44,42,103,41,43,28,485,72,0,0,,,,,,,,,,,,,,,
New York,2019,25,6/22/2019,"1,791","1,674",16,409,60,49,44,85,45,30,25,470,59,0,0,,,,,,,,,,,,,,,
New York,2019,26,6/29/2019,"1,907","1,779",14,404,59,54,35,105,32,38,37,502,75,0,0,,,,,,,,,,,,,,,
New York,2019,27,7/6/2019,"1,866","1,701",25,405,56,46,34,103,31,35,33,434,88,0,0,,,,,,,,,,,,,,,
New York,2019,28,7/13/2019,"1,756","1,609",19,381,44,42,33,96,32,34,39,433,68,0,0,,,,,,,,,,,,,,,
New York,2019,29,7/20/2019,"1,893","1,753",27,425,55,41,43,96,30,36,41,462,69,0,0,,,,,,,,,,,,,,,
New York,2019,30,7/27/2019,"1,757","1,633",21,398,53,38,41,83,30,27,30,463,69,0,0,,,,,,,,,,,,,,,
New York,2019,31,8/3/2019,"1,824","1,709",26,400,33,39,47,83,40,35,39,485,81,0,0,,,,,,,,,,,,,,,
New York,2019,32,8/10/2019,"1,894","1,751",18,445,36,48,42,89,29,37,34,487,83,0,0,,,,,,,,,,,,,,,
New York,2019,33,8/17/2019,"1,838","1,705",26,430,49,46,26,89,42,38,26,448,84,0,0,,,,,,,,,,,,,,,
New York,2019,34,8/24/2019,"1,719","1,583",22,382,34,43,41,77,28,26,35,417,76,0,0,,,,,,,,,,,,,,,
New York,2019,35,8/31/2019,"1,785","1,643",24,392,45,50,40,75,36,49,35,453,70,0,0,,,,,,,,,,,,,,,
New York,2019,36,9/7/2019,"1,845","1,716",24,405,47,51,51,93,29,36,35,444,72,0,0,,,,,,,,,,,,,,,
New York,2019,37,9/14/2019,"1,743","1,627",17,383,50,46,32,75,35,43,29,440,84,0,0,,,,,,,,,,,,,,,
New York,2019,38,9/21/2019,"1,783","1,663",18,397,36,41,37,84,43,43,38,422,76,0,0,,,,,,,,,,,,,,,
New York,2019,39,9/28/2019,"1,877","1,740",22,417,46,62,34,91,37,26,31,469,73,0,0,,,,,,,,,,,,,,,
New York,2019,40,10/5/2019,"1,872","1,738",24,410,39,42,38,88,45,27,44,496,72,0,0,,,,,,,,,,,,,,,
New York,2019,41,10/12/2019,"1,901","1,779",23,396,44,56,36,86,37,33,55,491,72,0,0,,,,,,,,,,,,,,,
New York,2019,42,10/19/2019,"1,940","1,821",26,420,49,47,55,87,32,26,42,514,85,0,0,,,,,,,,,,,,,,,
New York,2019,43,10/26/2019,"1,851","1,742",17,404,42,48,51,82,47,34,44,463,73,0,0,,,,,,,,,,,,,,,
New York,2019,44,11/2/2019,"1,947","1,810",32,422,48,53,48,84,41,32,53,488,77,0,0,,,,,,,,,,,,,,,
New York,2019,45,11/9/2019,"1,947","1,818",17,443,65,53,39,96,27,56,50,465,85,0,0,,,,,,,,,,,,,,,
New York,2019,46,11/16/2019,"1,983","1,873",24,416,59,62,39,82,44,50,35,482,87,0,0,,,,,,,,,,,,,,,
New York,2019,47,11/23/2019,"1,975","1,857",31,422,58,59,43,103,39,34,42,500,88,0,0,,,,,,,,,,,,,,,
New York,2019,48,11/30/2019,"1,965","1,844",31,412,45,50,48,109,34,38,58,501,79,0,0,,,,,,,,,,,,,,,
New York,2019,49,12/7/2019,"2,036","1,898",21,430,53,56,47,106,27,46,38,528,92,0,0,,,,,,,,,,,,,,,
New York,2019,50,12/14/2019,"1,961","1,849",25,415,43,54,45,81,52,48,52,493,90,0,0,,,,,,,,,,,,,,,
New York,2019,51,12/21/2019,"1,996","1,869",28,370,55,56,57,107,39,30,58,502,89,0,0,,,,,,,,,,,,,,,
New York,2019,52,12/28/2019,"2,034","1,927",30,422,60,49,60,121,27,32,65,518,92,0,0,,,,,,,,,,,,,,,
New York,2020,1,1/4/2020,"2,163","2,036",22,414,60,75,85,127,51,29,60,539,79,0,0,,,,,,,,,,,,,,,
New York,2020,2,1/11/2020,"2,092","1,987",23,412,59,60,63,135,48,43,56,526,82,0,0,,,,,,,,,,,,,,,
New York,2020,3,1/18/2020,"2,165","2,043",24,421,48,63,66,123,44,45,46,578,92,0,0,,,,,,,,,,,,,,,
New York,2020,4,1/25/2020,"2,022","1,897",31,416,59,38,59,97,55,51,66,490,77,0,0,,,,,,,,,,,,,,,
New York,2020,5,2/1/2020,"2,028","1,924",27,398,58,45,52,114,49,38,62,501,89,0,0,,,,,,,,,,,,,,,
New York,2020,6,2/8/2020,"2,051","1,940",29,411,52,49,62,106,52,37,56,545,77,0,0,,,,,,,,,,,,,,,
New York,2020,7,2/15/2020,"1,982","1,850",17,387,55,50,61,99,43,46,63,528,71,0,0,,,,,,,,,,,,,,,
New York,2020,8,2/22/2020,"2,028","1,940",23,431,56,58,71,126,42,40,58,470,83,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York,2020,9,2/29/2020,"2,155","2,033",29,443,50,56,63,105,45,43,70,563,62,0,0,,,,,,,,,,,,,,,
New York,2020,10,3/7/2020,"2,059","1,940",36,375,59,58,70,106,35,41,79,502,91,0,0,,,,,,,,,,,,,,,
New York,2020,11,3/14/2020,"1,975","1,868",15,395,42,52,66,117,43,37,58,462,77,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
New York,2020,12,3/21/2020,"2,102","1,990",30,398,59,64,83,101,51,45,89,466,89,41,39,,,,,,,,,,,,,,,
New York,2020,13,3/28/2020,"2,504","2,394",40,410,69,75,95,142,55,38,88,547,76,267,257,,,,,,,,,,,,,,,
New York,2020,14,4/4/2020,"3,649","3,547",32,435,94,85,152,131,48,49,110,750,92,"1,005",961,,,,,,,,,,,,,,,
New York,2020,15,4/11/2020,"4,606","4,501",23,427,94,62,126,134,40,44,87,886,95,"1,958","1,852",,,,,,,,,,,,,,,
New York,2020,16,4/18/2020,"4,378","4,273",22,366,80,68,110,125,47,37,92,786,87,"1,932","1,835",,,,,,,,,,,,,,,
New York,2020,17,4/25/2020,"3,551","3,466",21,383,79,59,78,96,42,47,103,595,77,"1,420","1,341",,,,,,,,,,,,,,,
New York,2020,18,5/2/2020,"2,950","2,872",22,407,65,56,63,91,27,29,95,535,83,969,888,,,,,,,,,,,,,,,
New York,2020,19,5/9/2020,"2,758","2,658",22,340,67,54,40,83,38,31,98,533,80,869,798,,,,,,,,,,,,,,,
New York,2020,20,5/16/2020,"2,476","2,390",16,379,70,50,39,76,32,39,116,474,78,663,594,,,,,,,,,,,,,,,
